Year;Code;Number;Line;CreationDate;ModificationDate;Name;Value;BeneficiaryCode;BeneficiaryName;IrisCode;Sector;ActionCode;ActionName
2009;AE   ;245078;1;20090203;20090203;PARIS 11 70 RUE JP TIMBAUD BT;23916;17670;ELIMMO GESTION                        ;;LO                  ;15400402            ;Réhabilitation du parc privé
2009;AE   ;245080;1;20090203;20090203;PARIS 12 31 RUE DE REUILLY CAB;49388;22044;COMPAG FRANCAISE ADMINIST DE BIENS    ;;LO                  ;15400402            ;Réhabilitation du parc privé
2009;AE   ;245081;1;20090203;20090203;PARIS 17 37 RUE BERZELIUS IMMO;37789;12830;IFT IMMOPRIX GESTION                  ;;LO                  ;15400402            ;Réhabilitation du parc privé
2009;AE   ;245082;1;20090203;20090203;PARIS 18 13 RUE DE L'EVANGILE;137438;10020;CABINET L'HERMINIER                   ;;LO                  ;15400402            ;Réhabilitation du parc privé
2009;AE   ;245083;1;20090203;20090203;PARIS 18 32 RUE LAGHOUAT SIAP;145455;22821;SIAP                                  ;;LO                  ;15400402            ;Réhabilitation du parc privé
2009;AE   ;245084;1;20090203;20090203;MEAUX 77 30 RUE COULOMMIERE PA;7504;8176;SOLIHA 77 SEINE-ET-MARNE              ;;LO                  ;15400402            ;Réhabilitation du parc privé
2009;AE   ;245096;1;20090203;20090203;ST OUEN 93 7 RUE RASPAIL RBH S;579738;9824;RBH SCHOLER REGIE BOULONNAISE         ;;LO                  ;15400402            ;Réhabilitation du parc privé
2009;AE   ;245098;1;20090203;20090203;VINCENNES 94 26 RUE DU MIDI CO;181058;5037;PACT VAL DE MARNE                     ;;LO                  ;15400402            ;Réhabilitation du parc privé
2009;AE   ;248561;1;20090309;20090309;PARIS 17 53 RUE POUCHET CABINET PIERRE BERARD;17094;14118;CABINET PIERRE BERARD TRANS OPERA     ;;LO                  ;15400402            ;Réhabilitation du parc privé
2009;AE   ;245074;2;20100507;20100507;PARIS 10 19 RUE SAMPAIX TR 2 C;321586;46348;CABINET ABD GESTION                   ;;LO                  ;15400402            ;Réhabilitation du parc privé
2009;AE   ;244951;1;20090202;20090202;PARIS 3 29 RUE DES GRAVILLIERS;359853;25778;HOLDING FINANCIERE RG                 ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244927;1;20090202;20090202;AUBERVILLIERS CAMPAGNE COMMUNA;4454000;1240;COMMUNE D AUBERVILLIERS               ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244930;1;20090202;20090202;PARIS 3 29 RUE DES GRAVILLIERS;65182;25778;HOLDING FINANCIERE RG                 ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244948;1;20090202;20090202;PONTOISE 95 32 RUE ALEXANDRE P;8500;39874;COUZINE                               ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244933;1;20090202;20090202;PARIS 17 37 RUE BERZELIUS DIAG;20500;12830;IFT IMMOPRIX GESTION                  ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244935;1;20090202;20090202;PARIS 20 58 RUE DE BELLEVILLE;9568;39876;BELKACEMI                             ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244943;1;20090202;20090202;DRANCY 93 5 AVENUE DE LA CONCO;7000;39872;YALAOUI                               ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244945;1;20090202;20090202;SAINT OUEN 93 4 RUE PASTEUR DI;9568;23075;JEAN CHARPENTIER SOPAGI SA            ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244953;1;20090202;20090202;PARIS 11 70 RUE JP TIMBAUD BAT;196795;17670;ELIMMO GESTION                        ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244947;1;20090202;20090202;CORMEILLES EN PARISIS 95 96 RU;8500;39873;COQUELLE                              ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244938;1;20090202;20090202;CORBEIL ESSONNES 91 12-14 R LA;33488;39897;SUPERSAC                              ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244940;1;20090202;20090202;CLICHY 92 7 RUE MARTHE/24 RUE;65182;35996;BERYL IMMOBILIER                      ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244963;1;20090202;20090202;PARIS 18 1 PASSAGE RAMEY MELLE;348941;39875;MOUGINOT                              ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244966;1;20090202;20120201;PARIS 19  16 RUE DE NANTES AG;336026;36814;CABINET HABERT                        ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244969;1;20090202;20090202;PARIS 20 26 RUE LESAGE AZUR IM;599510;30798;AZUR IMMO                             ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244972;1;20090202;20090202;SAINT OUEN 93 4 RUE PASTEUR JE;491488;23075;JEAN CHARPENTIER SOPAGI SA            ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244974;1;20090202;20090202;SAINT OUEN 93 11 BIS RUE RASPA;655985;15186;PATRICK DALLEMAGNE                    ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244957;1;20090202;20090202;PARIS 11 70 RUE JP TIMBAUD BT;35800;17670;ELIMMO GESTION                        ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244959;1;20090202;20090202;PARIS 15 24 RUE DE LA CROIX NI;105036;23919;AG COP ASSISTANCE ET GESTION DE       ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244956;1;20090202;20090202;PARIS 11 70 RUE JP TIMBAUD BAT;487162;17670;ELIMMO GESTION                        ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244961;1;20090202;20090202;PARIS 17 37 RUE BERZELIUS IMMO;50828;12830;IFT IMMOPRIX GESTION                  ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244979;1;20090202;20090202;KREMLIN BICETRE 94 6 R DU 14 J;574832;5037;PACT VAL DE MARNE                     ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244984;1;20090202;20090202;VINCENNES 94 26 RUE DU MIDI CO;317957;5037;PACT VAL DE MARNE                     ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244986;1;20090202;20090202;VITRY/SEINE 94 31 AVENUE PAUL;736563;5037;PACT VAL DE MARNE                     ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;AE   ;244974;2;20130927;20130927;SAINT OUEN 93 11 BIS RUE RASPA;0;43818;IMMODONIA                             ;;LO                  ;15400406            ;Lutte contre le saturnisme
2009;IRIS ;263075;1;20090724;20090724;09000680 - 1;62676600;7010;IMMOBILIERE 3F                        ;09000680;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263076;1;20090724;20090724;09000681 - 1;28964100;7364;OSICA SA D HABITATIONS A              ;09000681;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263077;1;20090724;20090724;09000682 - 1;10580500;7364;OSICA SA D HABITATIONS A              ;09000682;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263078;1;20090724;20090724;09000683 - 1;12006500;7010;IMMOBILIERE 3F                        ;09000683;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263079;1;20090724;20090724;09000684 - 1;58783800;29843;OPH COMMUNAUTAIRE DE PLAINE COMMUNE   ;09000684;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263080;1;20090724;20090724;09000685 - 1;16878200;7307;OPH OFFICE PUBLIC HABITAT             ;09000685;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263081;1;20090724;20090724;09000686 - 1;84026400;34240;LOGEMENT FRANCILIEN                   ;09000686;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263082;1;20090724;20090724;09000687 - 1;4377700;15418;OPH OFFICE PUBLIC HABITAT DRANCY      ;09000687;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263083;1;20090724;20090724;09000688 - 1;33510600;7006;OPH 94 VALOPHIS HABITAT OFFICE        ;09000688;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263084;1;20090724;20090724;09000689 - 1;9951600;7010;IMMOBILIERE 3F                        ;09000689;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263085;1;20090724;20090724;09000690 - 1;13432300;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;09000690;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263086;1;20090724;20090724;09000691 - 1;6450800;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;09000691;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263087;1;20090724;20090724;09000692 - 1;8012400;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;09000692;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263088;1;20090724;20090724;09000693 - 1;19865300;1767;EFIDIS SA HABITATION LOYER MODERE     ;09000693;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263089;1;20090724;20090724;09000695 - 1;1639000;5033;SADIF  SA D HLM DE L ILE DE FRANCE    ;09000695;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263090;1;20090724;20090724;09000696 - 1;21547200;7010;IMMOBILIERE 3F                        ;09000696;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263091;1;20090724;20090724;09000698 - 1;2340500;61;COMMUNE DE BAILLET EN FRANCE          ;09000698;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263092;1;20090724;20090724;09000699 - 1;4186400;149;COMMUNE DE MAGNY EN VEXIN             ;09000699;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2009;IRIS ;263093;1;20090724;20090724;09000778 - 1;87230000;6846;RIVP REGIE IMMO VILLE PARIS           ;09000778;LO                  ;15400501            ;Logements des étudiants
2009;IRIS ;263094;1;20090724;20090724;09000790 - 1;61000000;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;09000790;LO                  ;15400501            ;Logements des étudiants
2009;IRIS ;263095;1;20090724;20090724;09000791 - 1;85410000;35904;LOGISTART SA D HABITATI ON A LOYE     ;09000791;LO                  ;15400501            ;Logements des étudiants
2009;IRIS ;263096;1;20090724;20090724;09000792 - 1;50020000;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;09000792;LO                  ;15400501            ;Logements des étudiants
2009;IRIS ;263097;1;20090724;20090724;09000793 - 1;66240000;41546;ERILIA                                ;09000793;LO                  ;15400501            ;Logements des étudiants
2009;IRIS ;263098;1;20090724;20090724;09000794 - 1;24806000;7364;OSICA SA D HABITATIONS A              ;09000794;LO                  ;15400502            ;Logements des jeunes et des apprentis
2009;IRIS ;263099;1;20090724;20090724;09000795 - 1;112323200;13001;ANTIN RESIDENCES SA HABITAT LOYER     ;09000795;LO                  ;15400502            ;Logements des jeunes et des apprentis
2010;IRIS ;279056;1;20100215;20100215;09000445 - 1;4250000;5242;PARIS HABITAT OPH                     ;09000445;PV                  ;15100204            ;Sites contractualisés ANRU
2009;IRIS ;263119;1;20090724;20090724;09000446 - 1;1741500;828;COMMUNE DE NEMOURS                    ;09000446;PV                  ;15100204            ;Sites contractualisés ANRU
2009;IRIS ;263120;1;20090724;20090724;09000447 - 1;10750700;1009;COMMUNE D ANTONY                      ;09000447;PV                  ;15100204            ;Sites contractualisés ANRU
2009;IRIS ;263121;1;20090724;20090724;09000451 - 1;41300000;1247;COMMUNE D EPINAY SUR SEINE            ;09000451;PV                  ;15100204            ;Sites contractualisés ANRU
2009;IRIS ;263122;1;20090724;20090724;09000460 - 1;221675900;1271;COMMUNE DE PIERREFITTE SUR SEINE      ;09000460;PV                  ;15100204            ;Sites contractualisés ANRU
2009;IRIS ;263123;1;20090724;20090724;09000461 - 1;52500000;1264;COMMUNE DE ROMAINVILLE                ;09000461;PV                  ;15100204            ;Sites contractualisés ANRU
2009;     ;249988;1;20090326;20090326;LA COURNEUVE 93 MISSION SUIVI;0;33580;PLAINE COMMUNE PROMOTION              ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250062;1;20090326;20090326;PARIS 10 25 RUE STE MARTHE 2E;48678;21530;CABINET PHILIPPE CROITORU             ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250068;1;20090326;20090326;PARIS 10 8 RUE JEAN MOINON CAB;1766893;21530;CABINET PHILIPPE CROITORU             ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250079;1;20090326;20090326;PARIS 10 8 RUE JEAN MOINON TR3;108673;21530;CABINET PHILIPPE CROITORU             ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250096;1;20090326;20090326;PARIS 18 7 IMPASSE DUPUY CABIN;2594671;1841;RINALDI                               ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250088;1;20090326;20110624;PARIS 18 96 RUE PHILIPPE DE GI;261412;1841;RINALDI                               ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250089;1;20090326;20090326;PARIS 18 9 RUE DE SUEZ TAGERIM;2631916;30586;TAGERIM MONCEAU                       ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250118;1;20090326;20090326;LES MUREAUX 78 11 PARC HISPANO;99187;40158;JENSEN                                ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250082;1;20090326;20090326;PARIS 10 9 RUE JEAN MOINON GER;1040000;11674;GERLOGE                               ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250086;1;20090326;20090326;PARIS 11 160 R ST MAUR/1-5 R O;783495;29010;LAMY                                  ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250093;1;20090326;20111115;PARIS 18 105 RUE DES POISSONNI;116423;33171;SOGEMAT IMMOBILIERE                   ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250094;1;20090326;20090326;PARIS 18 10 IMPASSE DU CURE CA;100004;29010;LAMY                                  ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250100;1;20090326;20090326;DAMMARIE LES LYS 77 563 G AV C;193639;8176;SOLIHA 77 SEINE-ET-MARNE              ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250102;1;20090326;20090326;FONTENAY LE FLEURY 78 1 R CESA;72817;40161;MATHE                                 ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250104;1;20090326;20090326;LES MUREAUX 78 1-11 PARC AMILC;9516906;29010;LAMY                                  ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250107;1;20090326;20090326;LES MUREAUX 78 7 PARC TALBOT M;105000;40162;GARGACZEWSKI                          ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2009;AE   ;250109;1;20090326;20090326;LES MUREAUX 78 9 PARC HISPANO;25531;39174;SOUCOURS                              ;;LO                  ;15400403            ;Aide aux copropriétés en difficulté
